Civilite,Nom,Prenom,Mandat,Circonscription,Departement,Candidat,Date_de_publication,,,,,,,,
Mme,SALEUR,Danielle,Maire,Doulevant-le-Petit,Haute-Marne,DUPONT-AIGNAN Nicolas,24/02/2022,,,,,,,,
M.,FONTANA,André,Maire,Bicqueley,Meurthe-et-Moselle,DUPONT-AIGNAN Nicolas,24/02/2022,,,,,,,,
M.,RENARD,Louis,Maire,Achain,Moselle,DUPONT-AIGNAN Nicolas,24/02/2022,,,,,,,,
M.,MARECAILLE,Yves,Maire,Bantigny,Nord,DUPONT-AIGNAN Nicolas,24/02/2022,,,,,,,,
M.,GUÉNOLÉ,Christian,Maire,Baffie,Puy-de-Dôme,DUPONT-AIGNAN Nicolas,24/02/2022,,,,,,,,
M.,BLAESS,Fabien,Maire,Dangolsheim,Bas-Rhin,DUPONT-AIGNAN Nicolas,24/02/2022,,,,,,,,
M.,CORNEC,Jacques,Maire,Bourgheim,Bas-Rhin,DUPONT-AIGNAN Nicolas,24/02/2022,,,,,,,,
M.,HERRGOTT,Michel,Maire,Montreux-Jeune,Haut-Rhin,DUPONT-AIGNAN Nicolas,24/02/2022,,,,,,,,
M.,SCHNOEBELEN,Gervais,Maire délégué d'une commune associée ou d'une commune déléguée,Bernwiller,Haut-Rhin,DUPONT-AIGNAN Nicolas,24/02/2022,,,,,,,,
Mme,CASTELLETTI,Dominique,Maire,Cornot,Haute-Saône,DUPONT-AIGNAN Nicolas,24/02/2022,,,,,,,,
M.,COGNARD,J Michel,Maire,Chapaize,Saône-et-Loire,DUPONT-AIGNAN Nicolas,24/02/2022,,,,,,,,
M.,CONDEMINE,Laurent,Maire,Pruzilly,Saône-et-Loire,DUPONT-AIGNAN Nicolas,24/02/2022,,,,,,,,
M.,NEVERS,Eric,Maire,Artaix,Saône-et-Loire,DUPONT-AIGNAN Nicolas,24/02/2022,,,,,,,,
M.,BERGER,Christian,Maire,Saint-Denis-d'Orques,Sarthe,DUPONT-AIGNAN Nicolas,24/02/2022,,,,,,,,
M.,LAMBION,David,Maire,Gueutteville-les-Grès,Seine-Maritime,DUPONT-AIGNAN Nicolas,24/02/2022,,,,,,,,
M.,BLONDIN,Jean-Yves,Maire,Lanchères,Somme,DUPONT-AIGNAN Nicolas,24/02/2022,,,,,,,,
Mme,VAN PRADELLES DE PALMAERT,Yolaine,Maire,Contre,Somme,DUPONT-AIGNAN Nicolas,24/02/2022,,,,,,,,
M.,PIERRE,Gabriel,Maire,Bult,Vosges,DUPONT-AIGNAN Nicolas,24/02/2022,,,,,,,,
M.,TOUSSAINT,Michel,Maire,Bazien,Vosges,DUPONT-AIGNAN Nicolas,24/02/2022,,,,,,,,
Mme,CORDIER,Catherine,Maire,Ouanne,Yonne,DUPONT-AIGNAN Nicolas,24/02/2022,,,,,,,,
M.,BIDET,Eric,Maire,Thizay,Indre-et-Loire,EGGER Clara,24/02/2022,,,,,,,,
M.,COUVENANT,Alexandre,Maire,Montreuillon,Nièvre,EGGER Clara,24/02/2022,,,,,,,,
Mme,ALLEFRESDE,Laurence,Conseillère départementale,,Ardèche,HIDALGO Anne,24/02/2022,,,,,,,,
M.,PEVERELLI,Olivier,Maire,Le Teil,Ardèche,HIDALGO Anne,24/02/2022,,,,,,,,
Mme,BOUBY,Annie,Maire,Verniolle,Ariège,HIDALGO Anne,24/02/2022,,,,,,,,
Mme,CANAL,Pascale,Conseillère régionale,Occitanie,Ariège,HIDALGO Anne,24/02/2022,,,,,,,,
M.,FERRE,Jean-Paul,Conseiller départemental,,Ariège,HIDALGO Anne,24/02/2022,,,,,,,,
M.,GUICHOU,Fabien,Conseiller départemental,,Ariège,HIDALGO Anne,24/02/2022,,,,,,,,
M.,OLIVIÉ,Thierry,Maire,Garanou,Ariège,HIDALGO Anne,24/02/2022,,,,,,,,
M.,AMAT,André,Maire,Belvèze-du-Razès,Aude,HIDALGO Anne,24/02/2022,,,,,,,,
M.,MAUGARD,Patrick,Conseiller départemental,,Aude,HIDALGO Anne,24/02/2022,,,,,,,,
M.,LEHUGEUR,Jacky,Maire,Gouvix,Calvados,HIDALGO Anne,24/02/2022,,,,,,,,
M.,LEFELLE,Hugo,Conseiller départemental,,Cher,HIDALGO Anne,24/02/2022,,,,,,,,
M.,PORIKIAN,Thierry,Président d'un EPCI à fiscalité propre,CC Pays de Nérondes,Cher,HIDALGO Anne,24/02/2022,,,,,,,,
Mme,CONDIS,Sylvette,Maire,Saint-Sulpice-sur-Lèze,Haute-Garonne,HIDALGO Anne,24/02/2022,,,,,,,,
M.,JACQUARD,Claude,Maire,Argut-Dessous,Haute-Garonne,HIDALGO Anne,24/02/2022,,,,,,,,
M.,PUENTE,Alain,Maire,Salles-et-Pratviel,Haute-Garonne,HIDALGO Anne,24/02/2022,,,,,,,,
Mme,DEJEAN-DUPÈBE,Chantal,Conseillère départementale,,Gers,HIDALGO Anne,24/02/2022,,,,,,,,
M.,TUJAGUE,Hervé,Maire,Sainte-Dode,Gers,HIDALGO Anne,24/02/2022,,,,,,,,
M.,ALMALLAK,Hussam,Maire,Vailhauquès,Hérault,HIDALGO Anne,24/02/2022,,,,,,,,
M.,BOULDOIRE,Pierre,Conseiller départemental,,Hérault,HIDALGO Anne,24/02/2022,,,,,,,,
Mme,GARCIN SAUDO,Julie,Conseillère départementale,,Hérault,HIDALGO Anne,24/02/2022,,,,,,,,
Mme,MAINGUET-GRALL,Anne,Conseillère départementale,,Ille-et-Vilaine,HIDALGO Anne,24/02/2022,,,,,,,,
Mme,BESNIER,Anne,Conseillère régionale,Centre-Val De Loire,Indre,HIDALGO Anne,24/02/2022,,,,,,,,
M.,MILLAN,Vincent,Maire,Argenton-sur-Creuse,Indre,HIDALGO Anne,24/02/2022,,,,,,,,
M.,GAGNAIRE,Franck,Conseiller départemental,,Indre-et-Loire,HIDALGO Anne,24/02/2022,,,,,,,,
M.,GATARD,Christian,Maire,Chambray-lès-Tours,Indre-et-Loire,HIDALGO Anne,24/02/2022,,,,,,,,
Mme,MONMARCHÉ-VOISINE,Agnès,Conseillère départementale,,Indre-et-Loire,HIDALGO Anne,24/02/2022,,,,,,,,
M.,THIEUX,Laurent,Conseiller départemental,,Indre-et-Loire,HIDALGO Anne,24/02/2022,,,,,,,,
M.,CESA,Johann,Conseiller régional,Auvergne-Rhône-Alpes,Loire,HIDALGO Anne,24/02/2022,,,,,,,,
M.,BARBALAT,Laurent,Maire,Loudes,Haute-Loire,HIDALGO Anne,24/02/2022,,,,,,,,
Mme,LORME,Hélène,Conseillère départementale,,Loiret,HIDALGO Anne,24/02/2022,,,,,,,,
M.,BOUILLAGUET,Vincent,Conseiller départemental,,Lot,HIDALGO Anne,24/02/2022,,,,,,,,
Mme,ROSSIGNOL,Laurence,Sénatrice,,Oise,HIDALGO Anne,24/02/2022,,,,,,,,
M.,COTTEL,Jean-Jacques,Maire,Bapaume,Pas-de-Calais,HIDALGO Anne,24/02/2022,,,,,,,,
Mme,THIEBAUT,Véronique,Maire,Biefvillers-lès-Bapaume,Pas-de-Calais,HIDALGO Anne,24/02/2022,,,,,,,,
M.,BERTHELOT,Pascal,Maire,Charbonnier-les-Mines,Puy-de-Dôme,HIDALGO Anne,24/02/2022,,,,,,,,
M.,DUFAU,Marc,Maire,Boeil-Bezing,Pyrénées-Atlantiques,HIDALGO Anne,24/02/2022,,,,,,,,
M.,MAISON,Jean-François,Conseiller départemental,,Pyrénées-Atlantiques,HIDALGO Anne,24/02/2022,,,,,,,,
Mme,CANU,Pierrette,Conseillère départementale,,Seine-Maritime,HIDALGO Anne,24/02/2022,,,,,,,,
Mme,MEZRAR,Nadia,Maire,Saint-Pierre-lès-Elbeuf,Seine-Maritime,HIDALGO Anne,24/02/2022,,,,,,,,
M.,MALATERRE,Guy,Conseiller départemental,,Tarn,HIDALGO Anne,24/02/2022,,,,,,,,
M.,TABARLY,Michel,Maire,Castanet,Tarn-et-Garonne,HIDALGO Anne,24/02/2022,,,,,,,,
M.,PLEINEVERT,Jacques,Maire,Compreignac,Haute-Vienne,HIDALGO Anne,24/02/2022,,,,,,,,
M.,BARON,Laurent,Maire,Le Pré-Saint-Gervais,Seine-Saint-Denis,HIDALGO Anne,24/02/2022,,,,,,,,
M.,FLORCZAK,Hervé,Maire,Jouy-le-Moutier,Val-d'Oise,HIDALGO Anne,24/02/2022,,,,,,,,
Mme,MENHAOUARA,Nessrine,Conseillère départementale,,Val-d'Oise,HIDALGO Anne,24/02/2022,,,,,,,,
M.,BRUDEY,Hilaire,Maire,Terre-de-Haut,Guadeloupe,HIDALGO Anne,24/02/2022,,,,,,,,
Mme,CURIONI,Monique,Présidente du conseil consulaire,Etats-Unis - 6e circonscription,Français de l'étranger,HIDALGO Anne,24/02/2022,,,,,,,,
M.,JOINAU,Benjamin,Président du conseil consulaire,Corée du Sud, Taïwan,Français de l'étranger,HIDALGO Anne,24/02/2022,,,,,,,
M.,SPIESSER,Olivier,Conseiller à l'Assemblée des Français de l'étranger,Europe du Sud,Français de l'étranger,HIDALGO Anne,24/02/2022,,,,,,,,
M.,GIRARD,Hervé,Maire,Saint-Thomas,Aisne,JADOT Yannick,24/02/2022,,,,,,,,
M.,REGNAULT,François,Maire,Autry-Issards,Allier,JADOT Yannick,24/02/2022,,,,,,,,
M.,CAOUISSIN,Nil,Conseiller régional,Bretagne,Côtes-d'Armor,JADOT Yannick,24/02/2022,,,,,,,,
M.,SALLIOU,François,Maire,Trémargat,Côtes-d'Armor,JADOT Yannick,24/02/2022,,,,,,,,
M.,MULHAUSER,Christophe,Maire,Busy,Doubs,JADOT Yannick,24/02/2022,,,,,,,,
Mme,VAN DE WOESTYNE,Nathalie,Maire,Déservillers,Doubs,JADOT Yannick,24/02/2022,,,,,,,,
M.,BRIDET,Jean-François,Conseiller régional,Centre-Val De Loire,Eure-et-Loir,JADOT Yannick,24/02/2022,,,,,,,,
M.,GUYONVARC'H,Christian,Conseiller régional,Bretagne,Finistère,JADOT Yannick,24/02/2022,,,,,,,,
Mme,COLMONT-DIGNEAU,Chrystel,Maire,Macau,Gironde,JADOT Yannick,24/02/2022,,,,,,,,
Mme,BRAU,Florence,Maire,Prades-le-Lez,Hérault,JADOT Yannick,24/02/2022,,,,,,,,
M.,MARCHAND,Denez,Conseiller départemental,,Ille-et-Vilaine,JADOT Yannick,24/02/2022,,,,,,,,
Mme,SOHIER,Ana,Conseillère régionale,Bretagne,Ille-et-Vilaine,JADOT Yannick,24/02/2022,,,,,,,,
M.,AMADIEU,Laurent,Maire,Saint-Égrève,Isère,JADOT Yannick,24/02/2022,,,,,,,,
M.,JANOT,Pierre-Henri,Conseiller régional,Auvergne-Rhône-Alpes,Isère,JADOT Yannick,24/02/2022,,,,,,,,
Mme,BONY,Catherine,Conseillère régionale,Auvergne-Rhône-Alpes,Loire,JADOT Yannick,24/02/2022,,,,,,,,
Mme,PAHUN,Louise Guylaine Alexandra,Conseillère départementale,,Loire-Atlantique,JADOT Yannick,24/02/2022,,,,,,,,
Mme,BARTHEROTTE,Corine,Maire,Castella,Lot-et-Garonne,JADOT Yannick,24/02/2022,,,,,,,,
M.,PONSOLLE,Joël,Maire,Brax,Lot-et-Garonne,JADOT Yannick,24/02/2022,,,,,,,,
M.,COLLIOT,Yves,Maire,Beaucouzé,Maine-et-Loire,JADOT Yannick,24/02/2022,,,,,,,,
M.,HEULIN,Pierre Marie,Maire délégué d'une commune associée ou d'une commune déléguée,Segré-en-Anjou Bleu,Maine-et-Loire,JADOT Yannick,24/02/2022,,,,,,,,
M.,CANONNE,Yves,Maire,Saint-Nicolas-de-Pierrepont,Manche,JADOT Yannick,24/02/2022,,,,,,,,
Mme,HEBERT,Anne,Maire,Marchésieux,Manche,JADOT Yannick,24/02/2022,,,,,,,,
M.,GILLE,Philippe,Maire,Belval-en-Argonne,Marne,JADOT Yannick,24/02/2022,,,,,,,,
M.,GRZESZCZAK,Damien,Maire,Villeneuve-Renneville-Chevigny,Marne,JADOT Yannick,24/02/2022,,,,,,,,
Mme,AL KATTANI,Marie,Conseillère départementale,,Meurthe-et-Moselle,JADOT Yannick,24/02/2022,,,,,,,,
M.,MARTIN,Franck,Maire,Sorcy-Saint-Martin,Meuse,JADOT Yannick,24/02/2022,,,,,,,,
M.,BRIAND,Gael,Conseiller régional,Bretagne,Morbihan,JADOT Yannick,24/02/2022,,,,,,,,
M.,BANHOLZER,Etienne,Maire,Wittring,Moselle,JADOT Yannick,24/02/2022,,,,,,,,
M.,HOUPERT,André,Maire,Burtoncourt,Moselle,JADOT Yannick,24/02/2022,,,,,,,,
M.,CARON,Jean-François,Maire,Loos-en-Gohelle,Pas-de-Calais,JADOT Yannick,24/02/2022,,,,,,,,
Mme,BERNARD,Valérie,Conseillère départementale,,Puy-de-Dôme,JADOT Yannick,24/02/2022,,,,,,,,
M.,CASENOVE,Robert,Maire,Milly-Lamartine,Saône-et-Loire,JADOT Yannick,24/02/2022,,,,,,,,
M.,MAYA,Michel,Maire,Tramayes,Saône-et-Loire,JADOT Yannick,24/02/2022,,,,,,,,
M.,BÉGUIN,Jean-Pierre,Conseiller régional,Auvergne-Rhône-Alpes,Savoie,JADOT Yannick,24/02/2022,,,,,,,,
M.,TISSOT,Wilfried,Maire,Saint-Pierre-d'Entremont,Savoie,JADOT Yannick,24/02/2022,,,,,,,,
M.,DESBIOLLES,Laurent,Maire,Habère-Lullin,Haute-Savoie,JADOT Yannick,24/02/2022,,,,,,,,
M.,BAYOU,Julien,Conseiller régional,Île-De-France,Paris,JADOT Yannick,24/02/2022,,,,,,,,
M.,BARRY,Philippe,Président d'un EPCI à fiscalité propre,CC du Val de Vienne,Haute-Vienne,JADOT Yannick,24/02/2022,,,,,,,,
Mme,MECHTOUH,Sorayah,Conseillère régionale,Île-De-France,Seine-Saint-Denis,JADOT Yannick,24/02/2022,,,,,,,,
Mme,GAILLOT,Albane,Députée,11ème circonscription,Val-de-Marne,JADOT Yannick,24/02/2022,,,,,,,,
Mme,LAHMER,Annie,Conseillère régionale,Île-De-France,Val-de-Marne,JADOT Yannick,24/02/2022,,,,,,,,
Mme,STEFEL,Naïga,Conseillère départementale,,Val-de-Marne,JADOT Yannick,24/02/2022,,,,,,,,
Mme,COUCHOT,Sylvie,Maire,Vauréal,Val-d'Oise,JADOT Yannick,24/02/2022,,,,,,,,
M.,BOUTRIN,Louis,Membre d'une assemblée d'une collectivité territoriale d'outre-mer à statut particulier,,Martinique,JADOT Yannick,24/02/2022,,,,,,,,
M.,GERVEREAU,Caryl,Président du conseil consulaire,Maroc - 4e circonscription,Français de l'étranger,JADOT Yannick,24/02/2022,,,,,,,,
M.,GOERGLER,Xavier,Président du conseil consulaire,Panama, Cuba, Jamaïque,Français de l'étranger,JADOT Yannick,24/02/2022,,,,,,
Mme,GUILLEMOT-PEACOCK,Géraldine,Conseillère à l'Assemblée des Français de l'étranger,Asie-Océanie,Français de l'étranger,JADOT Yannick,24/02/2022,,,,,,,,
Mme,LAVERGNE,Cécile,Conseillère à l'Assemblée des Français de l'étranger,Amérique latine et Caraïbes,Français de l'étranger,JADOT Yannick,24/02/2022,,,,,,,,
M.,LE BERRE,Renaud,Conseiller à l'Assemblée des Français de l'étranger,Péninsule Ibérique,Français de l'étranger,JADOT Yannick,24/02/2022,,,,,,,,
M.,SFEIR,Ramzi,Conseiller à l'Assemblée des Français de l'étranger,Canada,Français de l'étranger,JADOT Yannick,24/02/2022,,,,,,,,
M.,LACOMBE,Yvon,Maire,Albières,Aude,KAZIB Anasse,24/02/2022,,,,,,,,
M.,CAPELLI,Patrick,Maire,Milhas,Haute-Garonne,KAZIB Anasse,24/02/2022,,,,,,,,
M.,VARNIER,Vincent,Maire,Brécy,Aisne,KOENIG Gaspard,24/02/2022,,,,,,,,
M.,CORNET,Pierre,Maire,Fleigneux,Ardennes,KOENIG Gaspard,24/02/2022,,,,,,,,
M.,HENRION,Marc,Maire délégué d'une commune associée ou d'une commune déléguée,Éole-en-Beauce,Eure-et-Loir,KOENIG Gaspard,24/02/2022,,,,,,,,
M.,DUPONT,Jean-Luc,Maire,Chinon,Indre-et-Loire,KOENIG Gaspard,24/02/2022,,,,,,,,
Mme,LINCOLN,Martine,Maire,Couziers,Indre-et-Loire,KOENIG Gaspard,24/02/2022,,,,,,,,
M.,JOUBERT,Michel,Maire,Chaspuzac,Haute-Loire,KOENIG Gaspard,24/02/2022,,,,,,,,
M.,VENTRE,Luc,Maire,Gouy-les-Groseillers,Oise,KOENIG Gaspard,24/02/2022,,,,,,,,
M.,BAILLY,Frédéric,Maire,Senlis,Pas-de-Calais,KOENIG Gaspard,24/02/2022,,,,,,,,
Mme,LECAUDEY,Maria,Maire,Clarac,Hautes-Pyrénées,KOENIG Gaspard,24/02/2022,,,,,,,,
M.,DUNAND-SAUTHIER,James,Maire,Pallud,Savoie,KOENIG Gaspard,24/02/2022,,,,,,,,
M.,GOSSELIN,Régis,Maire,Limpiville,Seine-Maritime,KOENIG Gaspard,24/02/2022,,,,,,,,
M.,LAGNEAUX,Jean-Yves,Maire,Regniowez,Ardennes,KUZMANOVIC Georges,24/02/2022,,,,,,,,
M.,PEDELABAT,Marc,Maire,Carrère,Pyrénées-Atlantiques,KUZMANOVIC Georges,24/02/2022,,,,,,,,
M.,ETCHETO,Philippe,Maire,Vulaines,Aube,LASSALLE Jean,24/02/2022,,,,,,,,
M.,DESBOIS,Michel,Maire,Saint-Méloir-des-Bois,Côtes-d'Armor,LASSALLE Jean,24/02/2022,,,,,,,,
M.,BARBASTE,Philippe Emile Vincent,Maire,Montégut-Lauragais,Haute-Garonne,LASSALLE Jean,24/02/2022,,,,,,,,
M.,CANO,Pierre,Maire,Beccas,Gers,LASSALLE Jean,24/02/2022,,,,,,,,
M.,JAOUL,Laurent,Maire,Saint-Brès,Hérault,LASSALLE Jean,24/02/2022,,,,,,,,
M.,MANCOIS,Jean-Luc,Maire,Saint-Christophe-en-Boucherie,Indre,LASSALLE Jean,24/02/2022,,,,,,,,
M.,GAVAT,Alain,Maire,Marnoz,Jura,LASSALLE Jean,24/02/2022,,,,,,,,
M.,LABORIE,Jean Marie,Maire,Molières,Lot,LASSALLE Jean,24/02/2022,,,,,,,,
M.,HERMET,Vincent,Maire délégué d'une commune associée ou d'une commune déléguée,Peyre en Aubrac,Lozère,LASSALLE Jean,24/02/2022,,,,,,,,
M.,HEMMERT,Eric,Maire,Rimling,Moselle,LASSALLE Jean,24/02/2022,,,,,,,,
M.,TAILLEBREST,Loïc,Maire,Montagny-en-Vexin,Oise,LASSALLE Jean,24/02/2022,,,,,,,,
M.,ARRIBET,Pascal,Maire,Barèges,Hautes-Pyrénées,LASSALLE Jean,24/02/2022,,,,,,,,
M.,LAVIT,Jérôme,Maire délégué d'une commune associée ou d'une commune déléguée,Avezac-Prat-Lahitte,Hautes-Pyrénées,LASSALLE Jean,24/02/2022,,,,,,,,
M.,STUTZMANN,Gérard,Maire,Durstel,Bas-Rhin,LASSALLE Jean,24/02/2022,,,,,,,,
M.,ROMANO,Angelo,Maire,Griesbach-au-Val,Haut-Rhin,LASSALLE Jean,24/02/2022,,,,,,,,
M.,MARCONOT,Jean,Maire,Errevet,Haute-Saône,LASSALLE Jean,24/02/2022,,,,,,,,
M.,PETRIGNET,Sébastien,Maire,Buffignécourt,Haute-Saône,LASSALLE Jean,24/02/2022,,,,,,,,
M.,LONGEAU,Daniel,Maire,Vernoux-sur-Boutonne,Deux-Sèvres,LASSALLE Jean,24/02/2022,,,,,,,,
M.,MICHAUT,David,Maire,Trannes,Aube,LAURUT Christian,24/02/2022,,,,,,,,
M.,JAYR,Alain,Maire,Saint-André-le-Bouchoux,Ain,LE PEN Marine,24/02/2022,,,,,,,,
Mme,CHAINE,Jessica,Maire,Vinets,Aube,LE PEN Marine,24/02/2022,,,,,,,,
M.,GUERRE-GENTON,Gérard,Maire,Torcy-le-Grand,Aube,LE PEN Marine,24/02/2022,,,,,,,,
M.,RAVIER,Stéphane,Sénateur,,Bouches-du-Rhône,LE PEN Marine,24/02/2022,,,,,,,,
Mme,CHARLES,Ghislaine,Maire,Saint-Magne,Gironde,LE PEN Marine,24/02/2022,,,,,,,,
M.,BONIN,Jean Luc,Maire,Chevigny,Jura,LE PEN Marine,24/02/2022,,,,,,,,
M.,DEPRUN,Alain,Maire,Pressigny-les-Pins,Loiret,LE PEN Marine,24/02/2022,,,,,,,,
Mme,WIRBEL,Vivianne,Maire,Jussecourt-Minecourt,Marne,LE PEN Marine,24/02/2022,,,,,,,,
Mme,BELLO,Nathalie,Maire,Paroy-sur-Saulx,Haute-Marne,LE PEN Marine,24/02/2022,,,,,,,,
M.,MOUREY,Didier,Maire,Melay,Haute-Marne,LE PEN Marine,24/02/2022,,,,,,,,
M.,GRELOT,Yves,Maire,Autrepierre,Meurthe-et-Moselle,LE PEN Marine,24/02/2022,,,,,,,,
M.,POTIER,Rémi,Maire,Saint-Germain-sur-Meuse,Meuse,LE PEN Marine,24/02/2022,,,,,,,,
M.,MASSON,Jean-Louis,Conseiller régional,Grand Est,Moselle,LE PEN Marine,24/02/2022,,,,,,,,
M.,DARQUES,Jérôme,Maire,Morbecque,Nord,LE PEN Marine,24/02/2022,,,,,,,,
M.,DOURLENS,Dominique,Maire,Fortel-en-Artois,Pas-de-Calais,LE PEN Marine,24/02/2022,,,,,,,,
Mme,LE PEN,Marine,Députée,11ème circonscription,Pas-de-Calais,LE PEN Marine,24/02/2022,,,,,,,,
M.,TIRMARCHE,Fredy,Maire,Quœux-Haut-Maînil,Pas-de-Calais,LE PEN Marine,24/02/2022,,,,,,,,
M.,RIEU,François,Maire,Grignon,Savoie,LE PEN Marine,24/02/2022,,,,,,,,
M.,OURS PRISBIL,Gérard,Maire,Mousseaux-sur-Seine,Yvelines,LE PEN Marine,24/02/2022,,,,,,,,
M.,LOPEZ,Romain,Conseiller départemental,,Tarn-et-Garonne,LE PEN Marine,24/02/2022,,,,,,,,
M.,PAYET,Johnny,Maire,La Plaine-des-Palmistes,La Réunion,LE PEN Marine,24/02/2022,,,,,,,,
M.,MUNERET,Didier,Maire,Dompierre-sur-Chalaronne,Ain,MACRON Emmanuel,24/02/2022,,,,,,,,
M.,PRINCE,Jean-Marc,Maire,Vervins,Aisne,MACRON Emmanuel,24/02/2022,,,,,,,,
M.,BORCHI,Jean-Christian,Maire,Melve,Alpes-de-Haute-Provence,MACRON Emmanuel,24/02/2022,,,,,,,,
M.,GENDRON,Yannick,Maire,Montfort,Alpes-de-Haute-Provence,MACRON Emmanuel,24/02/2022,,,,,,,,
M.,BERETTONI,Thomas,Conseiller régional,Provence-Alpes-Cote D'Azur,Alpes-Maritimes,MACRON Emmanuel,24/02/2022,,,,,,,,
Mme,RAMOS-MAZZUCCO,Anne,Conseillère départementale,,Alpes-Maritimes,MACRON Emmanuel,24/02/2022,,,,,,,,
M.,SOUSSI,Philippe,Conseiller départemental,,Alpes-Maritimes,MACRON Emmanuel,24/02/2022,,,,,,,,
M.,THOMAS,Jean-Marc,Maire,Bessy,Aube,MACRON Emmanuel,24/02/2022,,,,,,,,
M.,ORCIBAL,Jean-Sébastien,Maire,Villefranche-de-Rouergue,Aveyron,MACRON Emmanuel,24/02/2022,,,,,,,,
M.,AUBEY,François,Maire,Mézidon Vallée d'Auge,Calvados,MACRON Emmanuel,24/02/2022,,,,,,,,
M.,MORLOT,Yoan,Maire,Heuland,Calvados,MACRON Emmanuel,24/02/2022,,,,,,,,
M.,VALENTIN,Laurent,Maire délégué d'une commune associée ou d'une commune déléguée,Mézidon Vallée d'Auge,Calvados,MACRON Emmanuel,24/02/2022,,,,,,,,
M.,DELCROS,Bernard,Sénateur,,Cantal,MACRON Emmanuel,24/02/2022,,,,,,,,
M.,PETIT,Hervé,Maire,Corcelles-lès-Cîteaux,Côte-d'Or,MACRON Emmanuel,24/02/2022,,,,,,,,
M.,CIPIERRE,Thierry,Conseiller départemental,,Dordogne,MACRON Emmanuel,24/02/2022,,,,,,,,
M.,COURVOISIER,Claude,Maire,Villers-sous-Chalamont,Doubs,MACRON Emmanuel,24/02/2022,,,,,,,,
Mme,PUC,Patricia,Maire,Saint-Sauveur-en-Diois,Drôme,MACRON Emmanuel,24/02/2022,,,,,,,,
M.,DUCHÉ,Frédéric,Maire,Les Andelys,Eure,MACRON Emmanuel,24/02/2022,,,,,,,,
Mme,GAUTIER,Florence,Conseillère départementale,,Eure,MACRON Emmanuel,24/02/2022,,,,,,,,
M.,LEROY,Vincent,Maire,Douains,Eure,MACRON Emmanuel,24/02/2022,,,,,,,,
M.,SGHAIER,Noureddine,Maire,Merey,Eure,MACRON Emmanuel,24/02/2022,,,,,,,,
Mme,LAPOUGE,Christelle,Conseillère régionale,Nouvelle-Aquitaine,Gironde,MACRON Emmanuel,24/02/2022,,,,,,,,
Mme,NOUETTE-GAULAIN,Karine,Maire,Le Temple,Gironde,MACRON Emmanuel,24/02/2022,,,,,,,,
M.,BOIRE,Jean Yves,Maire,Perreux,Loire,MACRON Emmanuel,24/02/2022,,,,,,,,
M.,GOUBY,Thierry,Maire,Marcilly-le-Châtel,Loire,MACRON Emmanuel,24/02/2022,,,,,,,,
M.,JULIEN,Christian,Maire,Saint-Genest-Lerpt,Loire,MACRON Emmanuel,24/02/2022,,,,,,,,
M.,POTONNIER,Patrice,Maire délégué d'une commune associée ou d'une commune déléguée,Vêtre-sur-Anzon,Loire,MACRON Emmanuel,24/02/2022,,,,,,,,
M.,BOUYÉ,Jean-Luc,Maire,Reilhaguet,Lot,MACRON Emmanuel,24/02/2022,,,,,,,,
M.,CAZABONNE,Christian,Maire,Crayssac,Lot,MACRON Emmanuel,24/02/2022,,,,,,,,
M.,FOUCHE,Jean-Claude,Maire,Lanzac,Lot,MACRON Emmanuel,24/02/2022,,,,,,,,
M.,IDEE,Franck,Maire,Le Roc,Lot,MACRON Emmanuel,24/02/2022,,,,,,,,
M.,BOLO,Philippe,Député,7ème circonscription,Maine-et-Loire,MACRON Emmanuel,24/02/2022,,,,,,,,
M.,AUDOUX,Jean Patrick,Maire,Montabot,Manche,MACRON Emmanuel,24/02/2022,,,,,,,,
M.,AIT IHADDADENE,Azzedine,Maire,Savigny-sur-Ardres,Marne,MACRON Emmanuel,24/02/2022,,,,,,,,
M.,CHAMARET,Richard,Maire,Méral,Mayenne,MACRON Emmanuel,24/02/2022,,,,,,,,
M.,DETHOU,Valentin,Maire,Champigneulles,Meurthe-et-Moselle,MACRON Emmanuel,24/02/2022,,,,,,,,
M.,LOHER,Fabrice,Maire,Lorient,Morbihan,MACRON Emmanuel,24/02/2022,,,,,,,,
Mme,STRIESKA,Dominique,Maire,Sermages,Nièvre,MACRON Emmanuel,24/02/2022,,,,,,,,
M.,WOERTH,Eric,Député,4ème circonscription,Oise,MACRON Emmanuel,24/02/2022,,,,,,,,
Mme,BIEGALSKI,Valérie,Conseillère régionale,Hauts-De-France,Pas-de-Calais,MACRON Emmanuel,24/02/2022,,,,,,,,
M.,DEROUBAIX,Hervé,Maire,Robecq,Pas-de-Calais,MACRON Emmanuel,24/02/2022,,,,,,,,
Mme,MONNET,Karina,Conseillère départementale,,Puy-de-Dôme,MACRON Emmanuel,24/02/2022,,,,,,,,
M.,ETCHEGARAY,Jean-René,Maire,Bayonne,Pyrénées-Atlantiques,MACRON Emmanuel,24/02/2022,,,,,,,,
M.,BASS,Paul,Maire,Durrenentzen,Haut-Rhin,MACRON Emmanuel,24/02/2022,,,,,,,,
M.,SCHICKLIN,Julien,Maire,Michelbach-le-Bas,Haut-Rhin,MACRON Emmanuel,24/02/2022,,,,,,,,
Mme,BORBON,Delphine,Conseillère métropolitaine de Lyon,,Rhône,MACRON Emmanuel,24/02/2022,,,,,,,,
